company_age_years,annual_revenue_lakhs,profit_margin_pct,monthly_burn_rate_lakhs,market_size_cr,team_size,sector,business_model,required_investment_lakhs,monthly_active_users,growth_rate_pct,investment_ready,recommended_investor_type,suggested_funding_range
11,38.23,-3.33,2.2,102.03,48,FinTech,B2B2C,126.93,37103,43.9,1,Angel,₹0–3L
15,26.82,9.99,3.98,139.3,57,AgriTech,B2B,44.08,54025,7.62,1,Angel,₹0–3L
3,74.82,-8.01,11.06,187.24,45,EdTech,Subscription,209.99,146071,10.05,0,Angel,₹0–3L
10,42.86,0.09,5.22,169.58,10,Entertainment,B2B,42.05,109650,-4.4,0,Angel,₹0–3L
19,15.8,22.67,3.89,243.87,2,AgriTech,B2C,41.79,170872,35.37,1,Angel,₹0–3L
3,27.94,8.75,1.0,109.42,37,E-commerce,Subscription,78.6,54578,18.23,1,Angel,₹0–3L
1,31.05,-14.55,5.1,212.55,26,SaaS,Subscription,80.52,99506,-2.83,0,Angel,₹0–3L
9,7.59,-13.56,1.0,123.76,8,EdTech,Subscription,22.93,51636,-6.04,0,Angel,₹0–3L
8,83.96,9.97,11.86,248.93,60,Entertainment,B2B,136.25,134502,15.44,1,Angel,₹0–3L
16,33.45,18.36,6.67,228.32,2,E-commerce,Marketplace,68.35,131493,12.19,1,Angel,₹0–3L
11,25.35,-11.41,1.95,77.11,55,FinTech,B2B,10.0,47489,21.53,0,Angel,₹0–3L
3,47.89,13.41,5.29,317.41,4,EdTech,Marketplace,36.75,136028,19.32,1,Angel,₹0–3L
8,12.04,23.97,2.87,101.98,43,AgriTech,B2B2C,28.42,78969,8.03,1,Angel,₹0–3L
13,102.13,30.68,19.93,261.29,63,AgriTech,Subscription,214.42,100566,4.4,1,Angel,₹0–3L
3,33.89,11.98,5.14,191.92,31,SaaS,B2B,31.57,150243,8.6,1,Angel,₹0–3L
1,139.98,14.12,9.95,537.39,82,Entertainment,B2C,151.05,165209,2.92,1,Angel,₹0–3L
17,33.44,-17.59,3.94,126.92,87,Entertainment,B2C,46.86,68609,6.58,0,Angel,₹0–3L
12,28.61,33.2,5.67,116.22,45,AgriTech,Marketplace,74.17,54237,13.01,1,Angel,₹0–3L
9,54.19,1.11,11.31,146.41,53,Entertainment,Marketplace,121.99,76800,-3.38,0,Angel,₹0–3L
13,34.34,-3.19,2.62,120.03,66,AgriTech,Subscription,17.95,70259,19.19,1,Angel,₹0–3L
8,49.7,4.95,8.56,259.81,53,FinTech,Marketplace,135.78,134529,4.86,0,Angel,₹0–3L
10,17.59,26.14,1.0,50.0,50,AI/ML,B2C,20.06,25371,-0.45,1,Angel,₹0–3L
19,8.05,34.5,1.0,70.98,26,FinTech,B2B,19.71,47299,7.6,1,Angel,₹0–3L
0,16.9,9.51,2.47,70.28,2,EdTech,B2B,11.74,45187,14.43,1,Angel,₹0–3L
11,110.46,20.0,7.91,288.65,5,Entertainment,Marketplace,385.89,206856,12.91,1,Seed Fund,₹3–15L
16,132.15,8.55,5.04,491.48,99,AI/ML,Marketplace,73.62,208870,17.04,1,Angel,₹0–3L
16,46.34,-4.44,8.71,137.95,48,AgriTech,B2C,123.9,83426,23.11,1,Angel,₹0–3L
7,36.76,25.73,4.95,131.87,33,AI/ML,B2B2C,74.7,78146,31.72,1,Angel,₹0–3L
16,53.59,0.55,10.89,155.87,71,E-commerce,B2B,30.81,75577,14.33,1,Angel,₹0–3L
19,127.39,26.46,22.0,334.73,21,HealthTech,Marketplace,49.15,181766,-3.84,1,Angel,₹0–3L
12,11.28,23.59,2.12,77.54,54,AI/ML,Subscription,16.48,35429,7.93,1,Angel,₹0–3L
12,19.18,15.37,1.74,175.36,41,Entertainment,Marketplace,55.0,65046,-3.78,1,Angel,₹0–3L
14,64.44,29.96,5.19,293.72,51,HealthTech,Marketplace,27.82,119516,37.95,1,Angel,₹0–3L
17,62.31,34.8,9.86,210.77,31,FinTech,B2B,159.16,74350,42.71,1,Angel,₹0–3L
12,21.95,5.9,1.45,169.48,15,FinTech,Marketplace,52.62,108724,20.25,1,Angel,₹0–3L
7,15.38,-1.7,3.19,299.09,19,Entertainment,Subscription,17.69,188533,22.74,1,Angel,₹0–3L
6,8.5,-14.37,1.19,50.0,20,AI/ML,Subscription,10.0,38765,12.57,0,Angel,₹0–3L
18,92.81,34.96,6.7,238.53,39,E-commerce,Subscription,299.7,158586,18.4,1,Angel,₹0–3L
9,27.53,2.73,4.51,93.89,2,FinTech,B2C,34.72,30611,-13.73,0,Angel,₹0–3L
11,9.52,21.62,2.26,50.0,8,HealthTech,Subscription,10.0,37106,10.69,1,Angel,₹0–3L
1,24.92,-0.89,1.0,212.27,43,AI/ML,B2B,61.82,155238,-3.29,0,Angel,₹0–3L
13,67.79,26.48,3.06,388.22,36,SaaS,B2B2C,67.35,202516,16.43,1,Angel,₹0–3L
9,14.75,-0.4,3.16,134.8,44,AI/ML,Marketplace,26.88,79926,9.07,0,Angel,₹0–3L
16,25.22,-6.29,1.14,289.17,38,E-commerce,Marketplace,11.63,227876,38.68,1,Angel,₹0–3L
12,168.54,5.54,4.9,458.79,102,AI/ML,Marketplace,586.11,259745,24.21,1,Seed Fund,₹3–15L
0,148.72,1.66,14.88,372.58,43,EdTech,Subscription,257.65,280423,14.41,1,Angel,₹0–3L
14,50.26,15.17,6.4,467.77,30,HealthTech,Subscription,175.76,159752,7.26,1,Angel,₹0–3L
0,17.24,7.39,2.6,249.51,42,SaaS,Subscription,26.44,98686,35.76,1,Angel,₹0–3L
14,25.88,15.54,3.54,156.46,65,AgriTech,B2B2C,36.57,81418,10.85,1,Angel,₹0–3L
19,10.58,4.51,2.43,50.0,38,SaaS,B2B2C,34.13,29618,15.35,1,Angel,₹0–3L
14,15.2,0.02,2.99,124.93,57,EdTech,B2B2C,20.59,88464,10.64,1,Angel,₹0–3L
13,12.79,1.0,3.15,82.25,49,EdTech,B2B2C,21.52,65314,4.02,1,Angel,₹0–3L
12,81.61,32.56,10.58,678.35,32,HealthTech,B2B2C,44.88,335392,13.26,1,Angel,₹0–3L
1,42.12,10.71,1.66,131.22,42,AI/ML,Marketplace,141.42,42477,-18.54,0,Angel,₹0–3L
7,48.44,-15.79,11.61,161.78,79,Entertainment,Marketplace,27.73,113341,-14.53,0,Angel,₹0–3L
8,59.44,1.77,1.25,218.34,46,AI/ML,B2B2C,164.51,131480,15.39,1,Angel,₹0–3L
18,28.39,9.17,5.64,153.01,15,EdTech,Marketplace,57.44,61093,34.29,1,Angel,₹0–3L
18,178.99,30.19,4.87,486.16,32,AgriTech,B2B2C,88.87,266130,17.74,1,Angel,₹0–3L
8,37.37,20.35,7.29,95.98,2,HealthTech,B2B2C,11.41,64417,0.89,1,Angel,₹0–3L
6,18.84,-3.06,4.44,170.07,43,FinTech,B2B2C,62.05,116534,-11.9,0,Angel,₹0–3L
13,11.3,37.02,1.24,88.26,72,HealthTech,Marketplace,30.23,48525,24.85,1,Angel,₹0–3L
1,13.78,7.63,1.04,58.91,6,AgriTech,B2C,34.41,26662,2.13,1,Angel,₹0–3L
11,7.92,22.96,1.0,96.71,43,EdTech,B2C,13.5,76101,21.56,1,Angel,₹0–3L
10,29.32,-5.85,3.9,144.61,64,HealthTech,B2C,31.19,91350,15.36,1,Angel,₹0–3L
16,27.87,-20.77,1.65,109.89,67,HealthTech,B2B,69.0,55398,15.44,0,Angel,₹0–3L
1,21.27,-8.9,3.72,91.41,71,SaaS,B2C,47.79,40239,9.76,0,Angel,₹0–3L
11,9.2,-30.0,1.0,55.46,2,FinTech,B2C,24.13,36908,13.25,0,Angel,₹0–3L
14,33.59,33.35,3.17,140.03,52,E-commerce,B2C,49.39,58963,10.99,1,Angel,₹0–3L
7,19.96,10.58,2.52,51.76,2,E-commerce,Subscription,69.02,19973,1.35,1,Angel,₹0–3L
7,30.85,-3.09,4.47,252.66,15,Entertainment,B2B2C,15.87,142731,-4.71,0,Angel,₹0–3L
17,43.9,13.44,2.31,157.23,60,FinTech,Marketplace,24.36,69966,-24.65,1,Angel,₹0–3L
13,5.0,10.27,1.0,53.5,43,HealthTech,Subscription,16.17,32874,8.14,1,Angel,₹0–3L
9,8.75,15.45,1.95,119.53,58,EdTech,B2B2C,20.77,42907,34.08,1,Angel,₹0–3L
3,21.31,22.52,1.79,87.66,16,FinTech,B2C,28.65,55005,22.83,1,Angel,₹0–3L
15,16.09,4.52,1.0,185.57,76,E-commerce,B2C,44.07,81955,13.79,1,Angel,₹0–3L
15,21.93,-2.55,4.27,379.3,57,AgriTech,Subscription,38.36,113834,-1.22,0,Angel,₹0–3L
16,5.5,17.93,1.0,50.0,62,Entertainment,Marketplace,10.0,18173,26.45,1,Angel,₹0–3L
8,39.84,17.64,1.17,160.86,12,E-commerce,Subscription,94.97,123346,9.68,1,Angel,₹0–3L
10,39.29,9.22,6.38,132.68,69,Entertainment,Subscription,42.36,97341,34.39,1,Angel,₹0–3L
12,28.7,34.14,2.16,237.45,32,FinTech,B2B2C,19.2,98968,-1.87,1,Angel,₹0–3L
0,48.91,2.76,2.91,172.3,24,HealthTech,B2B,49.94,118746,-1.02,1,Angel,₹0–3L
6,9.98,-2.8,2.45,87.67,55,Entertainment,Marketplace,18.21,52979,-2.94,0,Angel,₹0–3L
10,31.42,13.02,2.74,118.71,54,AI/ML,Marketplace,14.44,93239,-11.15,1,Angel,₹0–3L
2,16.51,-0.1,3.76,85.01,18,EdTech,Subscription,51.61,41383,-4.06,0,Angel,₹0–3L
1,87.89,13.97,5.36,315.2,91,SaaS,Subscription,183.84,201957,12.71,1,Angel,₹0–3L
13,60.0,-1.98,12.5,150.64,85,AI/ML,B2C,74.25,49978,-0.85,1,Angel,₹0–3L
9,212.43,3.25,28.78,561.62,55,EdTech,Subscription,530.73,279758,-30.0,0,Seed Fund,₹3–15L
19,7.33,30.69,1.0,142.24,50,Entertainment,B2B2C,21.05,111221,28.67,1,Angel,₹0–3L
16,32.53,3.14,6.14,90.39,48,AI/ML,B2C,73.67,51475,-15.0,1,Angel,₹0–3L
7,5.0,-1.58,1.13,51.44,2,AI/ML,B2B,10.0,22835,18.71,0,Angel,₹0–3L
14,19.18,22.05,1.1,50.0,42,EdTech,B2B2C,12.52,18006,12.31,1,Angel,₹0–3L
5,7.43,-4.61,1.39,50.0,42,AgriTech,Marketplace,22.68,32588,41.38,1,Angel,₹0–3L
19,32.87,-0.31,4.02,178.93,25,EdTech,Marketplace,34.55,111370,24.93,0,Angel,₹0–3L
1,17.39,14.92,3.36,211.9,32,E-commerce,B2B2C,10.0,103188,3.67,1,Angel,₹0–3L
14,5.0,19.26,1.0,50.0,2,HealthTech,Subscription,11.79,38773,1.07,1,Angel,₹0–3L
15,84.52,22.67,2.21,277.7,12,HealthTech,Subscription,66.71,86391,34.43,1,Angel,₹0–3L
1,40.27,-0.96,2.46,105.83,63,E-commerce,Subscription,139.78,47821,-12.22,1,Angel,₹0–3L
13,43.38,15.16,5.57,164.47,83,AgriTech,Marketplace,133.75,125088,14.13,1,Angel,₹0–3L
19,137.88,2.44,32.36,458.77,16,AI/ML,B2B2C,309.83,211249,8.24,0,Seed Fund,₹0–3L
0,88.05,0.75,8.69,278.05,44,AgriTech,Subscription,261.38,118482,4.91,1,Angel,₹3–15L
8,17.46,22.44,2.87,122.98,67,AgriTech,B2C,31.53,69743,17.17,1,Angel,₹0–3L
16,5.24,1.41,1.0,79.53,26,EdTech,Marketplace,14.78,56619,12.96,1,Angel,₹0–3L
13,5.0,11.34,1.0,50.0,56,FinTech,B2B2C,11.84,17578,17.81,1,Angel,₹0–3L
9,15.5,9.87,2.46,89.71,39,Entertainment,B2B2C,10.0,69212,12.91,1,Angel,₹0–3L
12,17.22,-4.84,3.18,128.02,69,AI/ML,B2B2C,57.45,89300,15.86,0,Angel,₹0–3L
12,5.34,19.59,1.22,74.36,7,HealthTech,B2B2C,16.31,29048,13.03,1,Angel,₹0–3L
18,15.28,14.73,1.0,135.38,12,EdTech,B2B,51.19,88812,1.34,1,Angel,₹0–3L
7,14.66,-15.83,1.17,156.62,46,Entertainment,B2C,38.7,77130,8.74,0,Angel,₹0–3L
6,46.94,11.34,11.69,126.8,42,E-commerce,B2B,75.98,63544,0.23,1,Angel,₹0–3L
16,9.33,-1.27,1.0,94.16,38,AgriTech,Subscription,10.0,65125,-1.81,0,Angel,₹0–3L
7,39.78,21.17,7.39,167.01,54,AI/ML,B2B,34.85,130500,6.72,1,Angel,₹0–3L
3,52.09,-9.33,9.73,202.22,16,SaaS,B2B,39.78,73472,7.43,0,Angel,₹0–3L
6,16.62,3.73,2.94,69.18,5,FinTech,Marketplace,16.72,35303,10.84,1,Angel,₹0–3L
19,33.74,12.35,2.44,398.48,27,AI/ML,B2B2C,69.57,215365,24.78,1,Angel,₹0–3L
16,22.38,8.66,1.56,138.52,30,E-commerce,B2B,55.68,67617,3.24,1,Angel,₹0–3L
4,10.22,17.16,1.77,150.38,32,FinTech,B2B2C,13.33,72424,14.38,1,Angel,₹0–3L
19,45.93,-10.21,2.89,243.65,71,AI/ML,B2C,94.42,79464,10.92,1,Angel,₹0–3L
3,20.27,27.83,3.49,174.73,59,E-commerce,B2B,28.22,112312,3.19,1,Angel,₹0–3L
18,71.31,14.32,9.5,289.22,53,Entertainment,Marketplace,180.34,149848,12.3,1,Angel,₹0–3L
0,53.07,24.33,5.78,181.45,45,AI/ML,Marketplace,183.79,72108,27.07,1,Angel,₹0–3L
9,22.84,18.5,2.03,96.67,29,Entertainment,Subscription,57.2,68443,14.34,1,Angel,₹0–3L
5,38.61,7.87,9.19,191.15,18,SaaS,B2B,18.88,134048,14.05,1,Angel,₹0–3L
11,12.37,-7.41,1.69,66.65,10,EdTech,B2C,22.6,36201,-1.2,0,Angel,₹0–3L
16,55.18,1.25,8.23,160.13,22,AI/ML,B2B2C,152.59,71934,39.64,0,Angel,₹0–3L
4,18.38,27.08,4.38,145.0,38,AgriTech,B2B,37.41,89762,2.53,1,Angel,₹0–3L
8,39.38,24.64,6.71,128.29,11,E-commerce,Subscription,131.67,56971,-12.96,1,Angel,₹0–3L
8,42.74,0.58,10.27,135.64,44,HealthTech,Marketplace,20.31,56699,22.95,1,Angel,₹0–3L
4,9.84,-25.82,1.0,50.0,35,Entertainment,B2B,12.11,33262,6.13,0,Angel,₹0–3L
18,15.57,5.45,3.34,101.08,30,E-commerce,Subscription,15.67,32361,5.91,1,Angel,₹0–3L
10,34.0,4.56,3.3,158.38,69,AI/ML,B2C,93.72,55018,2.2,1,Angel,₹0–3L
11,13.71,5.01,2.83,165.99,2,EdTech,B2B2C,27.1,50358,38.49,1,Angel,₹0–3L
4,5.0,14.34,1.08,72.29,30,HealthTech,B2C,10.0,27213,16.51,1,Angel,₹0–3L
7,32.06,18.52,2.64,359.96,2,SaaS,B2C,38.92,120405,19.79,1,Angel,₹0–3L
16,9.35,19.89,1.07,80.94,45,SaaS,B2B2C,18.44,64580,14.1,1,Angel,₹0–3L
7,66.25,13.37,12.39,292.55,59,AgriTech,B2B,231.06,130008,15.16,1,Angel,₹0–3L
1,69.49,-13.59,2.97,200.14,6,E-commerce,B2B2C,101.85,74980,29.85,0,Angel,₹0–3L
17,12.51,3.91,2.42,94.41,9,HealthTech,Subscription,10.03,39698,6.56,0,Angel,₹0–3L
18,194.03,35.7,8.81,514.25,2,EdTech,B2C,366.84,394979,-8.88,1,Seed Fund,₹3–15L
9,24.73,12.5,5.7,64.36,41,AgriTech,B2B2C,31.96,36045,24.06,1,Angel,₹0–3L
6,108.91,12.44,9.1,282.42,31,FinTech,Marketplace,229.91,136243,18.49,1,Angel,₹0–3L
8,102.6,12.34,15.63,298.99,33,Entertainment,B2B2C,184.01,220264,12.65,1,Angel,₹0–3L
11,16.46,12.99,1.0,92.81,30,Entertainment,B2B2C,41.25,46173,18.14,1,Angel,₹0–3L
11,29.67,-20.59,2.43,393.36,15,HealthTech,Subscription,95.72,183897,2.72,0,Angel,₹0–3L
4,31.03,5.13,3.5,124.58,68,E-commerce,B2C,29.22,50286,10.74,1,Angel,₹0–3L
10,44.6,7.56,5.89,181.65,46,Entertainment,Subscription,130.59,88808,8.65,1,Angel,₹0–3L
16,61.88,23.39,1.24,178.08,10,EdTech,Subscription,206.54,81620,3.08,0,Angel,₹0–3L
14,53.85,8.59,12.08,135.1,22,SaaS,Marketplace,80.53,86279,28.55,1,Angel,₹0–3L
10,59.65,-11.74,1.3,261.8,18,Entertainment,Subscription,39.59,116444,-12.16,0,Angel,₹0–3L
14,44.18,13.17,8.75,258.64,75,E-commerce,Subscription,129.46,152236,46.51,1,Angel,₹0–3L
15,5.75,-1.64,1.0,50.0,57,EdTech,Marketplace,14.63,16647,23.02,1,Angel,₹0–3L
18,19.11,-6.6,2.69,369.83,36,E-commerce,B2B,18.74,146320,-17.22,0,Angel,₹0–3L
11,11.41,-2.01,1.0,50.0,82,Entertainment,Subscription,19.68,25185,6.47,0,Angel,₹0–3L
2,74.74,14.53,11.93,305.75,76,SaaS,B2B2C,160.65,234964,8.68,1,Angel,₹0–3L
7,110.62,23.13,15.88,326.59,34,EdTech,Subscription,93.32,159578,17.81,1,Angel,₹0–3L
10,15.67,13.8,1.0,69.15,29,SaaS,B2C,40.55,43707,-3.69,1,Angel,₹0–3L
0,41.27,15.59,3.09,111.32,30,AI/ML,B2B2C,103.5,47595,11.78,1,Angel,₹0–3L
3,18.47,13.68,1.0,68.44,16,SaaS,B2B2C,57.97,24880,9.32,1,Angel,₹0–3L
5,43.94,9.23,1.55,127.68,83,E-commerce,B2B,92.94,42042,-0.3,1,Angel,₹0–3L
9,12.19,16.37,1.0,119.63,14,EdTech,B2C,26.06,54155,-1.79,1,Angel,₹0–3L
14,89.49,-21.0,6.33,256.15,61,FinTech,B2C,204.22,97037,22.03,0,Angel,₹0–3L
7,106.33,9.36,18.75,371.38,57,SaaS,B2C,125.05,143724,-14.67,1,Angel,₹0–3L
13,43.2,-4.53,4.01,394.25,32,EdTech,Subscription,117.84,268237,16.79,1,Angel,₹0–3L
1,11.66,21.96,1.15,100.13,85,FinTech,Subscription,28.21,30832,23.79,1,Angel,₹0–3L
19,47.98,6.25,2.42,128.19,2,AgriTech,B2B2C,143.23,74212,7.24,1,Angel,₹0–3L
5,5.0,8.37,1.0,50.0,38,HealthTech,B2B,13.8,24486,11.48,1,Angel,₹0–3L
2,17.89,-10.06,1.77,84.43,27,EdTech,Subscription,41.92,46711,26.61,0,Angel,₹0–3L
1,46.57,20.21,8.18,291.6,64,HealthTech,Subscription,37.95,169542,1.11,1,Angel,₹0–3L
13,130.04,15.56,24.78,459.85,48,HealthTech,B2B,421.48,210007,2.27,1,Seed Fund,₹3–15L
17,21.51,14.69,3.32,62.55,2,Entertainment,B2C,31.73,27994,3.79,1,Angel,₹0–3L
14,17.27,-1.75,1.44,98.03,70,Entertainment,B2B2C,58.46,65356,27.33,1,Angel,₹0–3L
3,29.05,-1.28,3.98,145.7,52,Entertainment,Subscription,46.08,107178,29.28,1,Angel,₹0–3L
15,71.08,10.7,5.54,180.57,14,AI/ML,B2B,54.52,71557,-10.05,0,Angel,₹0–3L
11,27.31,-0.33,6.22,84.21,31,AgriTech,B2B,85.53,29372,25.07,1,Angel,₹0–3L
16,72.7,13.24,14.27,199.71,7,EdTech,B2C,206.76,149558,23.39,1,Angel,₹0–3L
0,21.68,-17.93,2.89,106.52,35,AI/ML,Marketplace,61.06,50590,31.81,1,Angel,₹0–3L
19,19.38,2.15,4.69,146.92,43,AgriTech,Marketplace,11.36,84575,15.96,1,Angel,₹0–3L
8,42.24,29.57,6.16,217.54,31,SaaS,Marketplace,131.51,104371,11.8,1,Angel,₹0–3L
11,44.82,13.29,4.28,149.08,28,AI/ML,Marketplace,98.98,54101,28.29,1,Angel,₹0–3L
4,9.66,10.0,1.0,109.35,2,Entertainment,Subscription,17.43,65025,21.32,1,Angel,₹0–3L
16,19.88,31.83,2.88,137.45,48,SaaS,B2B,64.07,77326,46.33,1,Angel,₹0–3L
2,9.25,-20.03,2.02,139.51,2,Entertainment,B2B2C,22.5,56013,22.71,1,Angel,₹0–3L
5,23.06,-1.78,5.06,114.55,40,HealthTech,Subscription,16.74,60244,12.16,1,Angel,₹0–3L
2,42.05,3.2,6.69,123.82,2,SaaS,Marketplace,82.53,86486,-7.35,0,Angel,₹0–3L
5,26.64,18.31,2.94,454.43,41,E-commerce,B2B2C,62.27,270485,2.81,1,Angel,₹0–3L
12,62.94,18.52,10.67,219.78,39,Entertainment,B2B2C,199.85,76585,-10.0,1,Angel,₹0–3L
18,45.42,-2.38,8.87,120.68,50,HealthTech,Marketplace,54.31,69273,6.58,1,Angel,₹0–3L
14,32.13,19.98,3.68,241.74,61,AgriTech,B2B2C,91.31,157462,25.56,1,Angel,₹0–3L
6,34.4,3.17,4.46,117.49,66,AgriTech,Subscription,98.35,81812,10.21,1,Angel,₹0–3L
12,132.01,22.57,23.31,337.37,2,HealthTech,B2C,93.69,207335,27.21,1,Angel,₹0–3L
19,74.36,-4.37,16.48,192.24,38,AgriTech,Subscription,26.41,72345,14.7,0,Angel,₹0–3L
1,18.2,6.52,3.68,137.67,90,FinTech,Subscription,39.33,90188,4.5,1,Angel,₹0–3L
18,17.28,2.12,1.0,203.04,42,E-commerce,B2C,48.84,129675,11.49,1,Angel,₹0–3L
18,5.09,20.67,1.0,50.0,19,HealthTech,Marketplace,10.57,15610,18.8,1,Angel,₹0–3L
2,19.94,1.73,4.31,67.44,38,E-commerce,Marketplace,57.89,34116,12.23,1,Angel,₹0–3L
2,19.56,7.5,4.14,64.34,30,FinTech,B2C,44.82,30015,12.88,1,Angel,₹0–3L
5,46.91,14.09,5.13,164.03,10,SaaS,Subscription,112.14,104111,-0.36,1,Angel,₹0–3L
12,83.66,14.56,12.92,499.08,61,Entertainment,B2B,32.63,203657,4.72,1,Angel,₹0–3L
13,77.43,18.66,17.68,707.62,54,E-commerce,B2B2C,45.18,421343,45.43,1,Angel,₹0–3L
5,58.75,10.55,13.49,231.98,6,Entertainment,B2B2C,153.94,175514,29.31,1,Angel,₹0–3L
8,46.21,2.99,9.25,210.73,37,EdTech,B2B2C,126.67,147281,-11.86,0,Angel,₹0–3L
9,15.25,3.81,1.04,50.0,25,FinTech,B2B,31.04,38036,-25.19,0,Angel,₹0–3L
15,20.76,8.31,3.9,101.51,2,E-commerce,Subscription,45.42,80114,11.84,1,Angel,₹0–3L
14,14.41,11.0,1.0,85.5,4,AI/ML,Marketplace,32.65,26107,24.32,1,Angel,₹0–3L
11,14.68,6.24,3.31,96.1,8,E-commerce,B2C,10.0,58753,2.72,0,Angel,₹0–3L
12,16.36,8.23,1.0,131.93,38,Entertainment,B2B2C,39.88,66813,26.01,1,Angel,₹0–3L
17,15.25,-10.2,2.63,106.65,28,Entertainment,B2B,27.93,77845,10.04,0,Angel,₹0–3L
1,5.0,16.01,1.0,50.0,16,SaaS,B2C,11.14,21295,8.89,1,Angel,₹0–3L
13,42.94,10.18,8.53,250.52,30,FinTech,Subscription,90.26,198039,22.19,1,Angel,₹0–3L
16,5.0,20.02,1.0,70.04,58,AI/ML,B2B,13.71,42504,3.69,1,Angel,₹0–3L
0,20.22,8.01,1.0,175.47,48,AgriTech,B2B,26.68,122262,6.37,1,Angel,₹0–3L
10,197.37,-12.81,35.99,633.88,65,E-commerce,B2C,295.13,217293,18.98,0,Angel,₹0–3L
13,12.78,3.7,1.38,77.98,34,SaaS,B2C,19.85,30546,9.84,1,Angel,₹0–3L
11,14.19,5.6,1.33,50.0,80,E-commerce,B2B2C,38.89,33960,39.1,1,Angel,₹0–3L
13,36.56,16.92,9.07,121.49,48,FinTech,Subscription,61.4,37781,21.82,1,Angel,₹0–3L
16,81.28,-16.82,12.66,320.75,27,AI/ML,B2C,70.44,227234,18.03,0,Angel,₹0–3L
11,225.37,8.55,41.35,584.55,42,Entertainment,B2B2C,776.56,179442,9.97,0,Seed Fund,₹3–15L
5,5.0,14.17,1.0,62.76,8,AI/ML,B2B2C,10.0,39448,24.3,1,Angel,₹0–3L
8,64.83,0.08,12.78,210.12,32,E-commerce,B2C,42.11,101393,5.17,0,Angel,₹0–3L
11,41.32,8.91,7.97,107.16,50,Entertainment,B2B,101.01,64909,14.98,1,Angel,₹0–3L
16,48.48,0.49,8.3,137.8,55,AgriTech,B2B,129.21,89299,-3.7,1,Angel,₹0–3L
15,102.77,-0.73,25.64,944.86,29,SaaS,B2B,195.33,445255,25.53,1,Angel,₹0–3L
1,8.52,3.1,1.07,51.83,108,EdTech,B2B2C,20.18,18345,14.62,1,Angel,₹0–3L
17,19.56,-0.52,3.57,177.26,35,FinTech,B2B,16.68,59350,39.69,1,Angel,₹0–3L
15,53.63,16.22,10.91,205.9,2,FinTech,Subscription,79.23,122400,47.24,1,Angel,₹0–3L
9,94.98,-0.8,10.11,317.36,70,HealthTech,B2B,77.68,177828,21.38,1,Angel,₹0–3L
18,25.59,-2.83,3.2,158.95,55,AI/ML,B2B,39.38,106671,10.79,1,Angel,₹0–3L
3,43.97,29.23,10.68,184.13,45,AI/ML,B2B2C,92.39,102167,-1.76,1,Angel,₹0–3L
6,32.93,19.54,1.0,112.83,28,Entertainment,Marketplace,56.5,57679,25.2,1,Angel,₹0–3L
15,35.38,-14.33,3.44,179.18,49,HealthTech,Subscription,77.78,89418,11.96,1,Angel,₹0–3L
18,40.72,-1.17,5.37,116.72,80,E-commerce,B2B2C,77.6,36558,17.97,1,Angel,₹0–3L
4,73.39,10.93,1.49,229.32,45,E-commerce,Subscription,96.66,107269,36.86,1,Angel,₹0–3L
4,8.32,11.89,1.89,114.58,3,FinTech,Subscription,10.0,90290,-1.38,1,Angel,₹0–3L
6,51.67,-9.87,4.44,193.25,2,E-commerce,B2B,57.28,142380,-4.69,0,Angel,₹0–3L
16,19.25,21.91,1.53,145.4,49,EdTech,Subscription,18.14,67567,8.28,1,Angel,₹0–3L
0,80.02,17.92,16.7,326.44,15,EdTech,B2B,205.15,193869,23.81,1,Angel,₹0–3L
2,55.11,13.8,4.63,143.17,37,EdTech,Subscription,161.13,103603,19.47,1,Angel,₹0–3L
15,17.88,24.29,3.06,50.0,19,HealthTech,Marketplace,46.59,26031,-1.41,1,Angel,₹0–3L
1,68.78,13.44,14.37,359.01,17,AgriTech,Subscription,162.32,110925,22.47,1,Angel,₹0–3L
0,11.97,13.39,2.42,78.73,20,SaaS,B2C,15.38,26551,-6.9,1,Angel,₹0–3L
6,12.4,26.7,2.48,93.91,23,EdTech,B2B,31.93,52139,-0.34,1,Angel,₹0–3L
9,23.12,21.22,1.0,97.81,59,Entertainment,Marketplace,51.7,76754,10.04,1,Angel,₹0–3L
2,34.95,-2.09,1.34,388.43,54,HealthTech,B2B,15.73,251159,1.52,1,Angel,₹0–3L
17,12.11,15.6,1.1,50.0,9,FinTech,Marketplace,38.81,16772,24.65,1,Angel,₹0–3L
2,67.36,0.05,1.9,1334.65,13,FinTech,B2B,37.44,526760,14.3,1,Angel,₹0–3L
6,50.77,14.06,6.86,310.83,49,AgriTech,B2C,96.91,213122,37.66,1,Angel,₹0–3L
14,22.03,13.72,2.44,173.52,66,Entertainment,B2C,42.78,125056,7.44,1,Angel,₹0–3L
0,55.69,-8.59,8.25,142.82,65,EdTech,Marketplace,165.86,86954,7.45,1,Angel,₹0–3L
18,55.2,6.55,4.9,181.25,14,Entertainment,B2B2C,177.84,112777,28.7,1,Angel,₹0–3L
4,36.85,11.19,4.85,213.75,64,Entertainment,B2B,121.85,67152,9.57,1,Angel,₹0–3L
6,19.23,2.77,1.87,233.14,2,HealthTech,B2B2C,40.83,166525,32.64,1,Angel,₹0–3L
10,50.56,11.79,3.28,218.97,34,EdTech,Subscription,125.02,151993,19.09,1,Angel,₹0–3L
